Nombre_Restaurante,Rating,Cantidad_Reseñas,Precio,Tipo_Cocina,Resena
$1.50 Fresh Pizza,4.3,341,Bajo,"pizza, fast food",If you are in New York make sure to stop... | Nice cheep pizza
Turkish Cuisine,4.0,290,Medio,"turkish, middle eastern","We are spending a weekend in the city to celebrate my husbands birthday. We had... | ... stuffed eggplant entree, and homema..."
Turkish Kitchen,4.3,332,Medio,"mediterranean, turkish, middle eastern","This was hands down the best baklava I have ever had. | Proper good turkish food, sorted me and..."
Turntable Chicken Jazz,4.3,94,Medio,"bar, asian, korean","Great place, especially if you like good old-school jazz. Decor is really funky... | Love it"
Tuscany Steakhouse,4.5,125,Muy Alto,"italian, steakhouse",Me and my wife had dinner there and it was AMAZING!!! Everything you want in... | Just so-so
Ubani - West Village,3.5,2,No disponible,georgian,Delightful authentic Georgian cuisine | Hairy eggplant rolls
Ubani Bistro,5.0,1,No disponible,"french, georgian, wine bar",Cool. Friendly. Attentive. Great wine
Ulysses,3.9,290,Medio,"american, irish, bar, pub","Great small beer list, had a Montauk summer ale. I will definitely dine or pop... | Thanks for Angel at the bar who recomme..."
Uncle Jack’s Steakhouse Westside,4.0,717,Muy Alto,"steakhouse, bar, seafood","There were three of us and we ordered: the Lobster Avocado salad, 8oz Wagyu S... | I attended a dinner with business..."
Uncle Lou,4.3,54,Medio,"chinese, asian, cantonese","I especially liked the chow fun with the charred flavor, despite it did not l... | Great place to experience authentic Chinese dishes"
Uncle Paul's Pizza,4.3,870,Bajo,"italian, pizza",Great for a simple but delicious pizza lunch | Good low-cost option
Under The Bridge,4.4,94,Medio,"mediterranean, greek","This place is consistently excellent. Every dish, price, atmosphere, lunch... | Excellent Greek place with a cozy feel"
Union Square Cafe,4.4,1417,Muy Alto,american,I ordered the lamb which was tender and cooked perfectly. | Some gluten-free options
Uno Pizzeria & Grill,3.9,421,Medio,"italian, american, bar, pizza","This is not a restaurant to seek out, but if you’re in the area and hungry... | Good Deep Dish"
Unregular Pizza,4.6,51,Bajo,pizza,This pizza is amazing!! Very light and crunchy crust and great selection of... | Perfection!
Up Thai,4.5,396,Medio,"asian, thai",We brought our own wine($15 corkage fee). Everything we ordered was excellent... | Good food and good atmosphere
Upland,4.4,677,Medio,american,"Bland overcooked salmon and uninspired pasta? | Beautiful Space, Beautiful People Watching"
Upon The Palace,4.5,2,No disponible,"chinese, japanese, asian","... specialty Cauliflower Bang, Fried Rice, Lo Mein, Peking Duck... Everythin... | Great food and vibe"
Upstairs at the Kimberly,4.1,370,Medio,"american, bar, contemporary",We were staying at a hotel around the corner and we wanted to go to a rooftop... | Enjoyable Breakfast
Upstate,4.6,148,Medio,seafood,"Oysters were shucked to perfection and you must get the clam pasta, seriously... | Upstate SPOT ON!!!"
Urban Vegan Kitchen,4.6,74,Medio,american,"We tried a few dishes, the cauliflower, the carrots, the “wings”, as well as... | This place is a great find! The Chickun..."
Ut47 Kitchen & Bar,4.6,73,Medio,international,"The minute I get off the train at Penn station, I head straight to UT47! Their... | Fabulous Fun Food!!"
Utsav,3.9,669,Medio,"indian, pakistani","... pairs beautifully with their garlic naan, which is soft, fluffy, and pack... | The soup was the best ever!"
Uva,4.2,497,Medio,"italian, wine bar, tuscan, romana, lazio, central-italian",Hated to leave but definitely will keep this on my go to list. A job well done... | Perfectly fine
VIV Thai Restaurant and Bar,4.4,309,Medio,"asian, thai",Just Not What It used To Be! | Great Thai dinner
Valbella,4.4,246,Muy Alto,"italian, steakhouse","Succulent Shrimp/lobster/crab, best quality & prepared great! Food sensational... | A solid Italian culture and dining experience."
Valerie,4.2,117,Medio,"american, bar, contemporary","Great art deco place with Christmas ambience and lighting. | Luckily, we found an adorable and..."
Vanderbilt Market - Bars & Eateries,4.4,432,Bajo,"italian, mexican, bar, pizza, asian",Good food | Sisters NYC getaway.
Veselka,4.4,1096,Medio,"soups, eastern european, ukrainian",Good Pirogies & Ukraniian Fare | I wanted to try a well-known Ukrainian restaurant.
Vezzo,4.3,1081,Medio,"italian, pizza, wine bar","Excellent thin-crust pizza, attentive staff | If you like thin crust pizza, this is pretty darn good"
Via Brasil Restaurant,4.4,496,Medio,"steakhouse, brazilian, latin, south american",What a great find. I have added it to my list of favorite places to eat in NYC | Good night with good food
Via Carota,4.3,448,Medio,italian,"Bright, fresh, with just enough creaminess from the beans to mellow the tuna’... | The food here is fantastic. All totally..."
Via Della Pace,4.5,1018,Medio,italian,"Great dinner, I’m Italian and Via della Pace feels like home! 🇮🇹 If you step... | Great food and atmosphere"
Viand Cafe,4.0,841,Medio,"american, cafe, diner","... club (HUGE), pancakes, sausage breakfast sandwich, macaroni and cheese. | Great Cafe"
ViceVersa,4.2,467,Medio,italian,"The service and the staff are very good ! The place is very nice ! And, of... | Excellent choice near the Theatres"
Victor's Cafe,4.3,1707,Medio,"latin, spanish, cuban","We shared the vegetable paella, the seared salmon (the charred pineapple gave... | Great Lunch Spot In Theatre District"
Vietnaam Restaurant,4.2,111,Medio,"asian, vietnamese","Mostly for their amazing pho, delicious Vietnamese sandwiches and best... | Tasty food."
Villa Berulia Restaurant,4.6,187,Medio,"italian, croatian","If you want excellent food served by delightful people do not miss Villa... | ... casino, Caprese salad, and the Veal..."
Villa Mosconi Ristorante,4.4,205,Medio,italian,"Everyone enjoyed the food, and the cannolis were a big hit. Thank you VIlla... | Genteel and welcoming"
Village Taverna,4.2,161,Medio,greek,"It’s hard to ruin a Greek salad , but they have. | The space is on the smaller side, so..."
Villard Restaurant,4.2,152,Muy Alto,"american, contemporary",Brunch at Villard was outstanding. From the quality of the food to the level of... | ... slices of avocado toast - this year...
Vinatería,4.3,136,Medio,"italian, spanish",The rosemary notes are phenomenal. The grilled octopus is DELICIOUS!! I can eat... | Diner Around the Corner
Vito's Slices & Ices,4.6,55,Bajo,"italian, pizza",Went for a slice of sausage and onion and a Sicilian style pepperoni. | Great tasting pizza sold by the slice...
Wah Fung Fast Food,4.6,76,Bajo,"chinese, fast food, asian, cantonese, hong kong",Had a small roast pork. It was so good and so reasonably priced. I was... | greatest pork ever
Walker's,4.2,161,Medio,american,Gerry runs a great outfit in tribeca. Lovely friendly staff with great food... | Beer with a Ghostbusters view!!
Wano,4.1,51,Muy Alto,"japanese, sushi",Enjoyed the salmon teriyaki in which the fish was quite fresh and the sauce n... | It is delightful. It is warm and fresh. A...
Wasabi Sushi & Bento,4.1,633,Bajo,"japanese, fast food, sushi, asian","There’s also sushi, chicken teriyaki, udon, chicken katsu and curry. | Food was great"
Washington Square Diner,4.1,169,Bajo,"american, diner","This was our first time eating there. We really enjoyed this diner. The food... | Diner experience, exactly what I expected"
Waverly Diner,4.0,329,Bajo,"american, diner","... for a Western omelette with hash browns and wheat toast, and a ""fresh hom... | All dishes were tasty and so clean..."
West Bank Cafe,4.3,384,Medio,"american, bar",Hit up West Bank Cafe prior to seeing a... | Dinner and a show
West End Bar & Grill,4.2,387,Medio,"american, bar, pub",Our first stop in New York was the West End Bar and Grill. A great little bar... | Great location & Wide variety
West Side Steakhouse,4.3,1162,Medio,steakhouse,Hidden gem in Hells Kitchen | Steak great but service subpar
Westville Hudson,4.5,204,Medio,american,The price was very reasonable for Manhattan and we love the modern... | Sooo good!!
Westway Diner,4.4,2621,Bajo,american,... enjoyed the Westway omelette and the Red White and Blue French toast. | Sandwiches
Whiskey Tavern,4.7,193,Medio,"american, bar, pub",Excellent! Food is great and the... | Excellent place
White Oak Tavern,4.4,139,Medio,"american, bar, pub","The White Oak Tavern is a find. Situated near Washington Square Park and New... | All the timber, brass and good beer you need for a proper pub"
Whole Foods Market,4.5,126,Medio,american,"We were staying in East Village and stumbled across Whole Foods, what a... | Very nice Allegro Coffe shop"
Wine 30,4.3,224,Medio,"american, wine bar","The service was excellent, the wine list extensive and reasonable, the food was... | Charming & delicious"
Wolfe Tone's Irish Pub & Kitchen,4.4,99,Medio,"irish, bar, pub","Location is good and I reccomend and I will certainly visit on my next trip to... | Come for the Cocktails, Not the Burger"
Wolfgang's Steakhouse,4.1,1222,Muy Alto,steakhouse,"We usually follow our exact order at Lugers. Porterhouse, potatoes, creamed... | Nice broiled lobster."
Wolfgang's Steakhouse - Tribeca,4.2,342,Muy Alto,steakhouse,Great Tribeca steak restaurant | We enjoyed our shared Porterhouse steak...
Wondee Siam Thai Restaurant,4.4,183,Bajo,"asian, thai",Pad Thai - excellent Pad Woon Sen (Glass Noodles with Beef) - tasted deliciou... | ... then had Green curry (chicken) and ...
Wonton Noodle Garden,4.1,205,Bajo,"chinese, asian, cantonese",I had the shrimp and pork dumplings with noodles. The shrimp made the dumplings... | ... Soup with Roast Pork and Dumplings
Woorijip,4.2,184,Bajo,"asian, korean","Good korean food served in a small buffet area. Very cheap! Perfect for a quick... | ... too, like kimbap, dumplings, bulgog..."
Yakitori Totto,4.2,323,Medio,"japanese, asian","Small grilled meat plates, yakitori and and amazing lamb chop are fun to share... | Yakitori madness!"
Yard House,4.4,203,Medio,"american, bar, grill, fusion","We took tacos as appetiser. | Strange welcome, but good drinks"
Yum Yum Too,4.1,474,Medio,"asian, thai, dining bars","If you enjoy spicy food, I recommend trying the green curry! | For under $10.00 at lunch you can get..."
Z Grill,4.4,105,Bajo,american,"The Z Deli has a good choice of pre made and made to order breakfast bagels... | Quick, Cheap, Good Coffee"
Zabar's,4.2,531,Medio,american,Zabar's was our first taste of NYC! Literally dragging our suitcases along the... | Zabars is awesome!!
Zen Ramen & Sushi,4.3,195,Medio,"japanese, sushi, asian, soups",perfect for ramen and sushi lovers | Great sushi!
Zero Otto Nove,4.4,276,Medio,"italian, pizza",The fettuccine with truffle and cream sauce was one of the nicest meals I’ve... | Excellent Italian food with a superb...
Zia Maria Chelsea,3.9,113,Medio,"italian, pizza, contemporary",We had a nice birthday party for our daughter with family and friends totaling... | Wonderful Italian restaurant
Zoob Zib Thai Authentic Noodle Bar,4.4,281,Medio,"asian, thai","The food was excellent, super fresh and... | Noisy/busy with great food"
Zuma New York,4.2,860,Muy Alto,"japanese, sushi, asian",We ordered the Omakase and didn’t know what to expect however we were pleasan... | Relaxing atmosphere
Zutto,4.0,79,Medio,"japanese, sushi, asian",Great The other highlight was the Shishito peppers. Not too hot but full of... | Great food!
cafeteria,4.0,740,Medio,"american, bar",The Mac and Cheese sets the bar for all other places. | A New Yorker suggested we meet at the...
dell'anima,4.4,185,Medio,italian,"We shared a bowl of Tagliolini Cacio e Pepe with a side of brussels sprouts... | Forget the atmosphere, enjoy a fine Italian meal at reasonable cost."
ilili NoMad,4.3,1257,Medio,"lebanese, mediterranean, middle eastern",We have the opportunity to dine at Ilili restaurant. It is a beautiful place... | Very large attractive room
limani,4.2,452,Muy Alto,"seafood, greek",The grilled shrimp appetizer was delicious as were the lobster pasta and gril... | Salmon was also very good and portion w...
maman,4.3,201,Medio,cafe,Don't miss their quiche - divine! | The combo breakfast selection of choice...
miss Korea BBQ,4.0,668,Medio,"barbecue, korean, contemporary","We liked the beef combo A and the bibimbap. | The marinated beef short ribs, pork bel..."
ofCorsica!,5.0,1,Muy Alto,"seafood, mediterranean, healthy",Very cool spot and great food
"wagamama, nomad, new york",4.2,278,Medio,"japanese, asian, healthy",Lots of Ramen Options and More! | This was indeed another great experience...
